Attribute,Commodity,Commodity type,Unit,YearType,Year,Value
Retail weight: Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2027,15.4
Retail weight: Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2028,15.3
Retail weight: Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2029,15.2
Retail weight: Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2030,15.1
Retail weight: Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2031,15.1
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,646
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,467
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,460
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,505
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,620
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,630
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,640
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,650
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,660
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,670
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,680
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2031,680
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,28303
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,27674
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,27585
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,28367
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,28394
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,28509
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,28905
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,29269
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,29657
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,29976
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,30286
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2031,30603
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,467
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,460
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,505
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,620
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,630
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,640
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,650
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,660
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,670
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,680
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,680
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2031,680
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,7280
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,7199
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,7405
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,7400
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,7425
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,7498
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,7554
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,7611
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,7668
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,7726
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,7784
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2031,7840
"Hog, inventory Dec.1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2020,78228
"Hog, inventory Dec.1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2021,76822
"Hog, inventory Dec.1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2022,74750
"Hog, inventory Dec.1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2023,77500
"Hog, inventory Dec.1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2024,77484
"Hog, inventory Dec.1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2025,77554
"Hog, inventory Dec.1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2026,78383
"Hog, inventory Dec.1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2027,79122
"Hog, inventory Dec.1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2028,79922
"Hog, inventory Dec.1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2029,80531
"Hog, inventory Dec.1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2030,81111
"Hog, inventory Dec.1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2031,81705
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2020,47.12
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2021,71.83
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2022,62.6
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2023,60.67
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2024,57.23
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2025,54.82
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2026,51.29
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2027,48.43
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2028,47.12
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2029,47.03
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2030,47.66
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2031,49.01
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,904
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,1107
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,1145
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,954
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,959
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,964
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,969
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,974
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,979
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,983
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,988
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2031,993
"National base, live eqv price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2020,43.18
"National base, live eqv price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2021,69.44
"National base, live eqv price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2022,60.5
"National base, live eqv price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2023,58.64
"National base, live eqv price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2024,55.31
"National base, live eqv price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2025,52.97
"National base, live eqv price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2026,49.57
"National base, live eqv price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2027,46.8
"National base, live eqv price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2028,45.54
"National base, live eqv price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2029,45.45
"National base, live eqv price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2030,46.06
"National base, live eqv price",Pork,Livestock/Dairy,Dollars per cwt.,Calendar year,2031,47.37
"Production, farm",Pork,Livestock/Dairy,Million pounds,Calendar year,2020,15
"Production, farm",Pork,Livestock/Dairy,Million pounds,Calendar year,2021,15
"Production, farm",Pork,Livestock/Dairy,Million pounds,Calendar year,2022,15
"Production, farm",Pork,Livestock/Dairy,Million pounds,Calendar year,2023,15
"Production, farm",Pork,Livestock/Dairy,Million pounds,Calendar year,2024,14
"Production, farm",Pork,Livestock/Dairy,Million pounds,Calendar year,2025,14
"Production, farm",Pork,Livestock/Dairy,Million pounds,Calendar year,2026,14
"Production, farm",Pork,Livestock/Dairy,Million pounds,Calendar year,2027,14
"Production, farm",Pork,Livestock/Dairy,Million pounds,Calendar year,2028,14
"Production, farm",Pork,Livestock/Dairy,Million pounds,Calendar year,2029,14
"Production, farm",Pork,Livestock/Dairy,Million pounds,Calendar year,2030,14
"Production, farm",Pork,Livestock/Dairy,Million pounds,Calendar year,2031,14
Supply total,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,29869
Supply total,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,29264
Supply total,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,29205
Supply total,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,29842
Supply total,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,29987
Supply total,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,30117
Supply total,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,30528
Supply total,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,30907
Supply total,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,31310
Supply total,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,31644
Supply total,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,31969
Supply total,Pork,Livestock/Dairy,Million pounds,Calendar year,2031,32290
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,22121
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,21605
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,21295
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,21822
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,21932
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,21979
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,22323
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,22636
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,22972
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,23238
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,23505
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2031,23770
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,28318
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,27689
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,27600
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,28382
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,28408
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,28523
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,28919
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,29283
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,29671
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,29990
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,30300
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2031,30617
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020,233
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021,223
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022,195
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023,200
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024,236
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025,235
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026,233
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027,231
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028,229
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2029,227
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2030,226
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2031,224
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020,5203
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021,5101
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022,5151
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023,5130
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024,5206
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025,5247
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026,5272
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027,5304
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028,5322
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2029,5331
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2030,5339
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2031,5345
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020,223
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021,195
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022,200
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023,236
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024,235
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025,233
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026,231
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027,229
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028,227
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2029,226
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2030,224
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2031,222
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020,571
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021,558
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022,560
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023,600
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024,625
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025,662
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026,669
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027,676
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028,682
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2029,686
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2030,690
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2031,695
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2020,106.5
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2021,121.6
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2022,120.5
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2023,120.1
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2024,121.7
